city,edition,sport,discipline,athlete,noc,gender,event,event_gender,medal,is_medalist,year
Athens,1896,Aquatics,Swimming,"HAJOS, Alfred",HUN,MEN,100m freestyle,M,Gold,1,1896
Athens,1896,Aquatics,Swimming,"HERSCHMANN, Otto",AUT,MEN,100m freestyle,M,Silver,1,1896
Athens,1896,Aquatics,Swimming,"DRIVAS, Dimitrios",GRE,MEN,100m freestyle for sailors,M,Bronze,1,1896
Athens,1896,Aquatics,Swimming,"MALOKINIS, Ioannis",GRE,MEN,100m freestyle for sailors,M,Gold,1,1896
Athens,1896,Aquatics,Swimming,"CHASAPIS, Spiridon",GRE,MEN,100m freestyle for sailors,M,Silver,1,1896
Athens,1896,Aquatics,Swimming,"CHOROPHAS, Efstathios",GRE,MEN,1200m freestyle,M,Bronze,1,1896
Athens,1896,Aquatics,Swimming,"HAJOS, Alfred",HUN,MEN,1200m freestyle,M,Gold,1,1896
Athens,1896,Aquatics,Swimming,"ANDREOU, Joannis",GRE,MEN,1200m freestyle,M,Silver,1,1896
Athens,1896,Aquatics,Swimming,"CHOROPHAS, Efstathios",GRE,MEN,400m freestyle,M,Bronze,1,1896
Athens,1896,Aquatics,Swimming,"NEUMANN, Paul",AUT,MEN,400m freestyle,M,Gold,1,1896
Athens,1896,Aquatics,Swimming,"PEPANOS, Antonios",GRE,MEN,400m freestyle,M,Silver,1,1896
Athens,1896,Athletics,Athletics,"LANE, Francis",USA,MEN,100m,M,Bronze,1,1896
Athens,1896,Athletics,Athletics,"SZOKOLYI, Alajos",HUN,MEN,100m,M,Bronze,1,1896
Athens,1896,Athletics,Athletics,"BURKE, Thomas",USA,MEN,100m,M,Gold,1,1896
Athens,1896,Athletics,Athletics,"HOFMANN, Fritz",GER,MEN,100m,M,Silver,1,1896
Athens,1896,Athletics,Athletics,"CURTIS, Thomas",USA,MEN,110m hurdles,M,Gold,1,1896
Athens,1896,Athletics,Athletics,"GOULDING, Grantley",GBR,MEN,110m hurdles,M,Silver,1,1896
Athens,1896,Athletics,Athletics,"LERMUSIAUX, Albin",FRA,MEN,1500m,M,Bronze,1,1896
Athens,1896,Athletics,Athletics,"FLACK, Edwin",AUS,MEN,1500m,M,Gold,1,1896
Athens,1896,Athletics,Athletics,"BLAKE, Arthur",USA,MEN,1500m,M,Silver,1,1896
Athens,1896,Athletics,Athletics,"GMELIN, Charles",GBR,MEN,400m,M,Bronze,1,1896
Athens,1896,Athletics,Athletics,"BURKE, Thomas",USA,MEN,400m,M,Gold,1,1896
Athens,1896,Athletics,Athletics,"JAMISON, Herbert",USA,MEN,400m,M,Silver,1,1896
Athens,1896,Athletics,Athletics,"GOLEMIS, Dimitrios",GRE,MEN,800m,M,Bronze,1,1896
Athens,1896,Athletics,Athletics,"FLACK, Edwin",AUS,MEN,800m,M,Gold,1,1896
Athens,1896,Athletics,Athletics,"DANI, Nandor",HUN,MEN,800m,M,Silver,1,1896
Athens,1896,Athletics,Athletics,"VERSIS, Sotirios",GRE,MEN,discus throw,M,Bronze,1,1896
Athens,1896,Athletics,Athletics,"GARRETT, Robert",USA,MEN,discus throw,M,Gold,1,1896
Athens,1896,Athletics,Athletics,"PARASKEVOPOULOS, Panagiotis",GRE,MEN,discus throw,M,Silver,1,1896
Athens,1896,Athletics,Athletics,"CLARK, Ellery",USA,MEN,high jump,M,Gold,1,1896
Athens,1896,Athletics,Athletics,"CONNOLLY, James",USA,MEN,high jump,M,Silver,1,1896
Athens,1896,Athletics,Athletics,"GARRETT, Robert",USA,MEN,high jump,M,Silver,1,1896
Athens,1896,Athletics,Athletics,"CONNOLLY, James",USA,MEN,long jump,M,Bronze,1,1896
Athens,1896,Athletics,Athletics,"CLARK, Ellery",USA,MEN,long jump,M,Gold,1,1896
Athens,1896,Athletics,Athletics,"GARRETT, Robert",USA,MEN,long jump,M,Silver,1,1896
Athens,1896,Athletics,Athletics,"KELLNER, Gyula",HUN,MEN,marathon,M,Bronze,1,1896
Athens,1896,Athletics,Athletics,"LOUIS, Spyridon",GRE,MEN,marathon,M,Gold,1,1896
Athens,1896,Athletics,Athletics,"VASILAKOS, Kharilaos",GRE,MEN,marathon,M,Silver,1,1896
Athens,1896,Athletics,Athletics,"DAMASKOS, Evangelos",GRE,MEN,pole vault,M,Bronze,1,1896
Athens,1896,Athletics,Athletics,"THEODOROPOULOS, Ioannis",GRE,MEN,pole vault,M,Bronze,1,1896
Athens,1896,Athletics,Athletics,"HOYT, William Welles",USA,MEN,pole vault,M,Gold,1,1896
Athens,1896,Athletics,Athletics,"TYLER, Albert",USA,MEN,pole vault,M,Silver,1,1896
Athens,1896,Athletics,Athletics,"PAPASIDERIS, Georgios",GRE,MEN,shot put,M,Bronze,1,1896
Athens,1896,Athletics,Athletics,"GARRETT, Robert",USA,MEN,shot put,M,Gold,1,1896
Athens,1896,Athletics,Athletics,"GOUSKOS, Miltiadis",GRE,MEN,shot put,M,Silver,1,1896
Athens,1896,Athletics,Athletics,"PERSAKIS, Ioannis",GRE,MEN,triple jump,M,Bronze,1,1896
Athens,1896,Athletics,Athletics,"CONNOLLY, James",USA,MEN,triple jump,M,Gold,1,1896
Athens,1896,Athletics,Athletics,"TUFFERI, Alexandre",FRA,MEN,triple jump,M,Silver,1,1896
Athens,1896,Cycling,Cycling Road,"BATTEL, Edward",GBR,MEN,individual road race,M,Bronze,1,1896
Athens,1896,Cycling,Cycling Road,"KONSTANTINIDIS, Aristidis",GRE,MEN,individual road race,M,Gold,1,1896
Athens,1896,Cycling,Cycling Road,"GOEDRICH, August",GER,MEN,individual road race,M,Silver,1,1896
Athens,1896,Cycling,Cycling Track,"FLAMENG, Léon",FRA,MEN,100km,M,Gold,1,1896
Athens,1896,Cycling,Cycling Track,"KOLETTIS, Georgios",GRE,MEN,100km,M,Silver,1,1896
Athens,1896,Cycling,Cycling Track,"SCHMAL, Adolf",AUT,MEN,10km,M,Bronze,1,1896
Athens,1896,Cycling,Cycling Track,"MASSON, Paul",FRA,MEN,10km,M,Gold,1,1896
Athens,1896,Cycling,Cycling Track,"FLAMENG, Léon",FRA,MEN,10km,M,Silver,1,1896
Athens,1896,Cycling,Cycling Track,"SCHMAL, Adolf",AUT,MEN,12-hour race,M,Gold,1,1896
Athens,1896,Cycling,Cycling Track,"KEEPING, Frank",GBR,MEN,12-hour race,M,Silver,1,1896
Athens,1896,Cycling,Cycling Track,"SCHMAL, Adolf",AUT,MEN,1km time trial,M,Bronze,1,1896
Athens,1896,Cycling,Cycling Track,"MASSON, Paul",FRA,MEN,1km time trial,M,Gold,1,1896
Athens,1896,Cycling,Cycling Track,"NIKOLOPOULOS, Stamatios",GRE,MEN,1km time trial,M,Silver,1,1896
Athens,1896,Cycling,Cycling Track,"FLAMENG, Léon",FRA,MEN,Sprint indivual,M,Bronze,1,1896
Athens,1896,Cycling,Cycling Track,"MASSON, Paul",FRA,MEN,Sprint indivual,M,Gold,1,1896
Athens,1896,Cycling,Cycling Track,"NIKOLOPOULOS, Stamatios",GRE,MEN,Sprint indivual,M,Silver,1,1896
Athens,1896,Fencing,Fencing,"PIERRAKOS-MAVROMICHALIS, Perikles",GRE,MEN,foil individual,M,Bronze,1,1896
Athens,1896,Fencing,Fencing,"GRAVELOTTE, Eugène-Henri",FRA,MEN,foil individual,M,Gold,1,1896
Athens,1896,Fencing,Fencing,"CALLOT, Henri",FRA,MEN,foil individual,M,Silver,1,1896
Athens,1896,Fencing,Fencing,"PYRGOS, Leonidas",GRE,MEN,"foil, masters",M,Gold,1,1896
Athens,1896,Fencing,Fencing,"PERRONNET, Maurice",FRA,MEN,"foil, masters",M,Silver,1,1896
Athens,1896,Fencing,Fencing,"NIELSEN, Holger",DEN,MEN,sabre individual,M,Bronze,1,1896
Athens,1896,Fencing,Fencing,"GEORGIADIS, Ioannis",GRE,MEN,sabre individual,M,Gold,1,1896
Athens,1896,Fencing,Fencing,"KARAKALOS, Telemachos",GRE,MEN,sabre individual,M,Silver,1,1896
Athens,1896,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,MEN,horizontal bar,M,Gold,1,1896
Athens,1896,Gymnastics,Artistic G.,"FLATOW, Alfred",GER,MEN,horizontal bar,M,Silver,1,1896
Athens,1896,Gymnastics,Artistic G.,"FLATOW, Alfred",GER,MEN,parallel bars,M,Gold,1,1896
Athens,1896,Gymnastics,Artistic G.,"ZUTTER, Louis",SUI,MEN,parallel bars,M,Silver,1,1896
Athens,1896,Gymnastics,Artistic G.,"ZUTTER, Louis",SUI,MEN,pommel horse,M,Gold,1,1896
Athens,1896,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,MEN,pommel horse,M,Silver,1,1896
Athens,1896,Gymnastics,Artistic G.,"PERSAKIS, Petros",GRE,MEN,rings,M,Bronze,1,1896
Athens,1896,Gymnastics,Artistic G.,"MITROPOULOS, Ioannis",GRE,MEN,rings,M,Gold,1,1896
Athens,1896,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,MEN,rings,M,Silver,1,1896
Athens,1896,Gymnastics,Artistic G.,"HOFMANN, Fritz",GER,MEN,rope climbing,M,Bronze,1,1896
Athens,1896,Gymnastics,Artistic G.,"ANDRIAKOPOULOS, Nicolaos",GRE,MEN,rope climbing,M,Gold,1,1896
Athens,1896,Gymnastics,Artistic G.,"XENAKIS, Thomasios",GRE,MEN,rope climbing,M,Silver,1,1896
Athens,1896,Gymnastics,Artistic G.,"BÖCKER, Konrad",GER,MEN,"team, horizontal bar",M,Gold,1,1896
Athens,1896,Gymnastics,Artistic G.,"FLATOW, Alfred",GER,MEN,"team, horizontal bar",M,Gold,1,1896
Athens,1896,Gymnastics,Artistic G.,"FLATOW, Gustav Felix",GER,MEN,"team, horizontal bar",M,Gold,1,1896
Athens,1896,Gymnastics,Artistic G.,"HILMAR, Georg",GER,MEN,"team, horizontal bar",M,Gold,1,1896
Athens,1896,Gymnastics,Artistic G.,"HOFMANN, Fritz",GER,MEN,"team, horizontal bar",M,Gold,1,1896
Athens,1896,Gymnastics,Artistic G.,"MANTEUFFEL, Fritz",GER,MEN,"team, horizontal bar",M,Gold,1,1896
Athens,1896,Gymnastics,Artistic G.,"NEUKIRCH, Karl",GER,MEN,"team, horizontal bar",M,Gold,1,1896
Athens,1896,Gymnastics,Artistic G.,"RÖSTEL, Richard",GER,MEN,"team, horizontal bar",M,Gold,1,1896
Athens,1896,Gymnastics,Artistic G.,"SCHUFT, Gustav",GER,MEN,"team, horizontal bar",M,Gold,1,1896
Athens,1896,Gymnastics,Artistic G.,"SCHUMANN, Carl",GER,MEN,"team, horizontal bar",M,Gold,1,1896
Athens,1896,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,MEN,"team, horizontal bar",M,Gold,1,1896
Athens,1896,Gymnastics,Artistic G.,"CHRYSAPHIS, Ioannis",GRE,MEN,"team, parallel bars",M,Bronze,1,1896
Athens,1896,Gymnastics,Artistic G.,"KARVELAS, Phillippos",GRE,MEN,"team, parallel bars",M,Bronze,1,1896
Athens,1896,Gymnastics,Artistic G.,"LOUNDRAS, Dimitrios",GRE,MEN,"team, parallel bars",M,Bronze,1,1896
Athens,1896,Gymnastics,Artistic G.,"MITROPOULOS, Ioannis",GRE,MEN,"team, parallel bars",M,Bronze,1,1896
Athens,1896,Gymnastics,Artistic G.,"BÖCKER, Konrad",GER,MEN,"team, parallel bars",M,Gold,1,1896
Athens,1896,Gymnastics,Artistic G.,"FLATOW, Alfred",GER,MEN,"team, parallel bars",M,Gold,1,1896
Athens,1896,Gymnastics,Artistic G.,"FLATOW, Gustav Felix",GER,MEN,"team, parallel bars",M,Gold,1,1896
Athens,1896,Gymnastics,Artistic G.,"HILMAR, Georg",GER,MEN,"team, parallel bars",M,Gold,1,1896
Athens,1896,Gymnastics,Artistic G.,"HOFMANN, Fritz",GER,MEN,"team, parallel bars",M,Gold,1,1896
Athens,1896,Gymnastics,Artistic G.,"MANTEUFFEL, Fritz",GER,MEN,"team, parallel bars",M,Gold,1,1896
Athens,1896,Gymnastics,Artistic G.,"NEUKIRCH, Karl",GER,MEN,"team, parallel bars",M,Gold,1,1896
Athens,1896,Gymnastics,Artistic G.,"RÖSTEL, Richard",GER,MEN,"team, parallel bars",M,Gold,1,1896
Athens,1896,Gymnastics,Artistic G.,"SCHUFT, Gustav",GER,MEN,"team, parallel bars",M,Gold,1,1896
Athens,1896,Gymnastics,Artistic G.,"SCHUMANN, Carl",GER,MEN,"team, parallel bars",M,Gold,1,1896
Athens,1896,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,MEN,"team, parallel bars",M,Gold,1,1896
Athens,1896,Gymnastics,Artistic G.,"ANDRIAKOPOULOS, Nicolaos",GRE,MEN,"team, parallel bars",M,Silver,1,1896
Athens,1896,Gymnastics,Artistic G.,"ATHANASOPOULOS, Spyros",GRE,MEN,"team, parallel bars",M,Silver,1,1896
Athens,1896,Gymnastics,Artistic G.,"PERSAKIS, Petros",GRE,MEN,"team, parallel bars",M,Silver,1,1896
Athens,1896,Gymnastics,Artistic G.,"XENAKIS, Thomasios",GRE,MEN,"team, parallel bars",M,Silver,1,1896
Athens,1896,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,MEN,vault,M,Bronze,1,1896
Athens,1896,Gymnastics,Artistic G.,"SCHUMANN, Carl",GER,MEN,vault,M,Gold,1,1896
Athens,1896,Gymnastics,Artistic G.,"ZUTTER, Louis",SUI,MEN,vault,M,Silver,1,1896
Athens,1896,Shooting,Shooting,"MORAKIS, Nikolaos",GRE,MEN,25m army pistol,M,Bronze,1,1896
Athens,1896,Shooting,Shooting,"PAINE, John",USA,MEN,25m army pistol,M,Gold,1,1896
Athens,1896,Shooting,Shooting,"PAINE, Sumner",USA,MEN,25m army pistol,M,Silver,1,1896
Athens,1896,Shooting,Shooting,"NIELSEN, Holger",DEN,MEN,25m rapid fire pistol (60 shots),M,Bronze,1,1896
Athens,1896,Shooting,Shooting,"PHRANGOUDIS, Joannis",GRE,MEN,25m rapid fire pistol (60 shots),M,Gold,1,1896
Athens,1896,Shooting,Shooting,"ORPHANIDIS, Georgios",GRE,MEN,25m rapid fire pistol (60 shots),M,Silver,1,1896
Athens,1896,Shooting,Shooting,"PHRANGOUDIS, Joannis",GRE,MEN,50m pistol (60 shots),M,Bronze,1,1896
Athens,1896,Shooting,Shooting,"PAINE, Sumner",USA,MEN,50m pistol (60 shots),M,Gold,1,1896
Athens,1896,Shooting,Shooting,"NIELSEN, Holger",DEN,MEN,50m pistol (60 shots),M,Silver,1,1896
Athens,1896,Shooting,Shooting,"TRIKUPIS, Nicolaos",GRE,MEN,"army rifle, 200m",M,Bronze,1,1896
Athens,1896,Shooting,Shooting,"KARASEVDAS, Pantelis",GRE,MEN,"army rifle, 200m",M,Gold,1,1896
Athens,1896,Shooting,Shooting,"PAVLIDIS, Pavlos",GRE,MEN,"army rifle, 200m",M,Silver,1,1896
Athens,1896,Shooting,Shooting,"JENSEN, Viggo",DEN,MEN,"army rifle, 300m",M,Bronze,1,1896
Athens,1896,Shooting,Shooting,"ORPHANIDIS, Georgios",GRE,MEN,"army rifle, 300m",M,Gold,1,1896
Athens,1896,Shooting,Shooting,"PHRANGOUDIS, Joannis",GRE,MEN,"army rifle, 300m",M,Silver,1,1896
Athens,1896,Tennis,Tennis,"FLACK, Edwin",ZZX,MEN,doubles,M,Bronze,1,1896
Athens,1896,Tennis,Tennis,"ROBERTSON, George Stuart",ZZX,MEN,doubles,M,Bronze,1,1896
Athens,1896,Tennis,Tennis,"BOLAND, John",ZZX,MEN,doubles,M,Gold,1,1896
Athens,1896,Tennis,Tennis,"TRAUN, Friedrich",ZZX,MEN,doubles,M,Gold,1,1896
Athens,1896,Tennis,Tennis,"KASDAGLIS, Dionysios",ZZX,MEN,doubles,M,Silver,1,1896
Athens,1896,Tennis,Tennis,"PETROKOKKINOS, Demetrios",ZZX,MEN,doubles,M,Silver,1,1896
Athens,1896,Tennis,Tennis,"PASPATIS, Konstantinos",GRE,MEN,singles,M,Bronze,1,1896
Athens,1896,Tennis,Tennis,"TAPAVICZA, Momcsillo",HUN,MEN,singles,M,Bronze,1,1896
Athens,1896,Tennis,Tennis,"BOLAND, John",GBR,MEN,singles,M,Gold,1,1896
Athens,1896,Tennis,Tennis,"KASDAGLIS, Dionysios",GRE,MEN,singles,M,Silver,1,1896
Athens,1896,Weightlifting,Weightlifting,"NIKOLOPOULOS, Alexandros",GRE,MEN,heavyweight - one hand lift,M,Bronze,1,1896
Athens,1896,Weightlifting,Weightlifting,"ELLIOTT, Launceston",GBR,MEN,heavyweight - one hand lift,M,Gold,1,1896
Athens,1896,Weightlifting,Weightlifting,"JENSEN, Viggo",DEN,MEN,heavyweight - one hand lift,M,Silver,1,1896
Athens,1896,Weightlifting,Weightlifting,"VERSIS, Sotirios",GRE,MEN,heavyweight - two hand lift,M,Bronze,1,1896
Athens,1896,Weightlifting,Weightlifting,"JENSEN, Viggo",DEN,MEN,heavyweight - two hand lift,M,Gold,1,1896
Athens,1896,Weightlifting,Weightlifting,"ELLIOTT, Launceston",GBR,MEN,heavyweight - two hand lift,M,Silver,1,1896
Athens,1896,Wrestling,Wrestling Gre-R,"CHRISTOPOULOS, Stephanos",GRE,MEN,open event,M,Bronze,1,1896
Athens,1896,Wrestling,Wrestling Gre-R,"SCHUMANN, Carl",GER,MEN,open event,M,Gold,1,1896
Athens,1896,Wrestling,Wrestling Gre-R,"TSITAS, Georgios",GRE,MEN,open event,M,Silver,1,1896
Paris,1900,Aquatics,Swimming,"HALMAY, Zoltan",HUN,MEN,1500m freestyle,M,Bronze,1,1900
Paris,1900,Aquatics,Swimming,"JARVIS, John Arthur",GBR,MEN,1500m freestyle,M,Gold,1,1900
Paris,1900,Aquatics,Swimming,"WAHLE, Otto",AUT,MEN,1500m freestyle,M,Silver,1,1900
Paris,1900,Aquatics,Swimming,"DROST, Johannes",NED,MEN,200m backstroke,M,Bronze,1,1900
Paris,1900,Aquatics,Swimming,"HOPPENBERG, Ernst",GER,MEN,200m backstroke,M,Gold,1,1900
Paris,1900,Aquatics,Swimming,"RUBERL, Karl",AUT,MEN,200m backstroke,M,Silver,1,1900
Paris,1900,Aquatics,Swimming,"RUBERL, Karl",AUT,MEN,200m freestyle,M,Bronze,1,1900
Paris,1900,Aquatics,Swimming,"LANE, Frederick C.V.",AUS,MEN,200m freestyle,M,Gold,1,1900
Paris,1900,Aquatics,Swimming,"HALMAY, Zoltan",HUN,MEN,200m freestyle,M,Silver,1,1900
Paris,1900,Aquatics,Swimming,"KEMP, Peter",GBR,MEN,200m obstacle event,M,Bronze,1,1900
Paris,1900,Aquatics,Swimming,"LANE, Frederick C.V.",AUS,MEN,200m obstacle event,M,Gold,1,1900
Paris,1900,Aquatics,Swimming,"WAHLE, Otto",AUT,MEN,200m obstacle event,M,Silver,1,1900
Paris,1900,Aquatics,Swimming,HOUBEN,FRA,MEN,200m team swimming,M,Bronze,1,1900
Paris,1900,Aquatics,Swimming,"LEUILLIEUX, Jean",FRA,MEN,200m team swimming,M,Bronze,1,1900
Paris,1900,Aquatics,Swimming,"MARTIN, Louis",FRA,MEN,200m team swimming,M,Bronze,1,1900
Paris,1900,Aquatics,Swimming,"MERCHEZ, Désiré",FRA,MEN,200m team swimming,M,Bronze,1,1900
Paris,1900,Aquatics,Swimming,TARTARA,FRA,MEN,200m team swimming,M,Bronze,1,1900
Paris,1900,Aquatics,Swimming,"FREY, Julius",GER,MEN,200m team swimming,M,Gold,1,1900
Paris,1900,Aquatics,Swimming,"HAINLE, Max",GER,MEN,200m team swimming,M,Gold,1,1900
Paris,1900,Aquatics,Swimming,"HOPPENBERG, Ernst",GER,MEN,200m team swimming,M,Gold,1,1900
Paris,1900,Aquatics,Swimming,"SCHÖNE, Max",GER,MEN,200m team swimming,M,Gold,1,1900
Paris,1900,Aquatics,Swimming,"VON PETERSDORFF, Herbert",GER,MEN,200m team swimming,M,Gold,1,1900
Paris,1900,Aquatics,Swimming,BERTRAND,FRA,MEN,200m team swimming,M,Silver,1,1900
Paris,1900,Aquatics,Swimming,CADET,FRA,MEN,200m team swimming,M,Silver,1,1900
Paris,1900,Aquatics,Swimming,"HOCHEPIED, Maurice",FRA,MEN,200m team swimming,M,Silver,1,1900
Paris,1900,Aquatics,Swimming,"HOCHEPIED, Victor",FRA,MEN,200m team swimming,M,Silver,1,1900
Paris,1900,Aquatics,Swimming,VERBECKE,FRA,MEN,200m team swimming,M,Silver,1,1900
Paris,1900,Aquatics,Swimming,"MARTIN, Louis",FRA,MEN,4000m freestyle,M,Bronze,1,1900
Paris,1900,Aquatics,Swimming,"JARVIS, John Arthur",GBR,MEN,4000m freestyle,M,Gold,1,1900
Paris,1900,Aquatics,Swimming,"HALMAY, Zoltan",HUN,MEN,4000m freestyle,M,Silver,1,1900
Paris,1900,Aquatics,Swimming,"LYKKEBERG, Peder",DEN,MEN,underwater swimming,M,Bronze,1,1900
Paris,1900,Aquatics,Swimming,"DE VENDEVILLE, Charles",FRA,MEN,underwater swimming,M,Gold,1,1900
Paris,1900,Aquatics,Swimming,"SIX, André",FRA,MEN,underwater swimming,M,Silver,1,1900
Paris,1900,Aquatics,Water polo,"BURGESS, Thomas",FRA,MEN,water polo,M,Bronze,1,1900
Paris,1900,Aquatics,Water polo,COULON,FRA,MEN,water polo,M,Bronze,1,1900
Paris,1900,Aquatics,Water polo,"DECUYPER, Alphonse",FRA,MEN,water polo,M,Bronze,1,1900
Paris,1900,Aquatics,Water polo,DEVENOT,FRA,MEN,water polo,M,Bronze,1,1900
Paris,1900,Aquatics,Water polo,FARDELLE,FRA,MEN,water polo,M,Bronze,1,1900
Paris,1900,Aquatics,Water polo,FAVIER,FRA,MEN,water polo,M,Bronze,1,1900
Paris,1900,Aquatics,Water polo,"LAUFRAY, Louis",FRA,MEN,water polo,M,Bronze,1,1900
Paris,1900,Aquatics,Water polo,LERICHE,FRA,MEN,water polo,M,Bronze,1,1900
Paris,1900,Aquatics,Water polo,"MARTIN, Louis",FRA,MEN,water polo,M,Bronze,1,1900
Paris,1900,Aquatics,Water polo,"MERCHEZ, Désiré",FRA,MEN,water polo,M,Bronze,1,1900
Paris,1900,Aquatics,Water polo,"PESLIER, Henri",FRA,MEN,water polo,M,Bronze,1,1900
Paris,1900,Aquatics,Water polo,PESLOY,FRA,MEN,water polo,M,Bronze,1,1900
Paris,1900,Aquatics,Water polo,"TREFFEL, Charles",FRA,MEN,water polo,M,Bronze,1,1900
Paris,1900,Aquatics,Water polo,"VASSEUR, Paul",FRA,MEN,water polo,M,Bronze,1,1900
Paris,1900,Aquatics,Water polo,"COE, Thomas",GBR,MEN,water polo,M,Gold,1,1900
Paris,1900,Aquatics,Water polo,"DERBYSHIRE, John Henry",GBR,MEN,water polo,M,Gold,1,1900
Paris,1900,Aquatics,Water polo,"KEMP, Peter",GBR,MEN,water polo,M,Gold,1,1900
Paris,1900,Aquatics,Water polo,"LISTER, William",GBR,MEN,water polo,M,Gold,1,1900
Paris,1900,Aquatics,Water polo,"ROBERTSON, Arthur",GBR,MEN,water polo,M,Gold,1,1900
Paris,1900,Aquatics,Water polo,"ROBINSON, Eric",GBR,MEN,water polo,M,Gold,1,1900
Paris,1900,Aquatics,Water polo,"WILKINSON, George",GBR,MEN,water polo,M,Gold,1,1900
Paris,1900,Aquatics,Water polo,"COHEN, Henri",BEL,MEN,water polo,M,Silver,1,1900
Paris,1900,Aquatics,Water polo,"DE BACKER, Jean",BEL,MEN,water polo,M,Silver,1,1900
Paris,1900,Aquatics,Water polo,"DE BEHR, Victor",BEL,MEN,water polo,M,Silver,1,1900
Paris,1900,Aquatics,Water polo,"FEYAERTS, Fernand",BEL,MEN,water polo,M,Silver,1,1900
Paris,1900,Aquatics,Water polo,"GREGOIRE, Oscar",BEL,MEN,water polo,M,Silver,1,1900
Paris,1900,Aquatics,Water polo,"MICHANT, Albert",BEL,MEN,water polo,M,Silver,1,1900
Paris,1900,Aquatics,Water polo,"SONNEMANS, Victor",BEL,MEN,water polo,M,Silver,1,1900
Paris,1900,Archery,Archery,"PETIT, Charles Frédéric",FRA,MEN,"au chapelet, 33m",M,Bronze,1,1900
Paris,1900,Archery,Archery,"VAN INNIS, Hubert",BEL,MEN,"au chapelet, 33m",M,Gold,1,1900
Paris,1900,Archery,Archery,"THIBAUD, Victor",FRA,MEN,"au chapelet, 33m",M,Silver,1,1900
Paris,1900,Archery,Archery,"MERCIER, Emile",FRA,MEN,"au chapelet, 50m",M,Bronze,1,1900
Paris,1900,Archery,Archery,"MOUGIN, Eugène",FRA,MEN,"au chapelet, 50m",M,Gold,1,1900
Paris,1900,Archery,Archery,"HELLE, Henri",FRA,MEN,"au chapelet, 50m",M,Silver,1,1900
Paris,1900,Archery,Archery,"PETIT, Charles Frédéric",FRA,MEN,"au cordon doré, 33m",M,Bronze,1,1900
Paris,1900,Archery,Archery,"VAN INNIS, Hubert",BEL,MEN,"au cordon doré, 33m",M,Gold,1,1900
Paris,1900,Archery,Archery,"THIBAUD, Victor",FRA,MEN,"au cordon doré, 33m",M,Silver,1,1900
Paris,1900,Archery,Archery,"FISSEUX, Emile",FRA,MEN,"au cordon doré, 50m",M,Bronze,1,1900
Paris,1900,Archery,Archery,"HEROUIN, Henri",FRA,MEN,"au cordon doré, 50m",M,Gold,1,1900
Paris,1900,Archery,Archery,"VAN INNIS, Hubert",BEL,MEN,"au cordon doré, 50m",M,Silver,1,1900
Paris,1900,Archery,Archery,"FOULON, Emmanuel",BEL,MEN,sur la perche à la herse,M,Gold,1,1900
Paris,1900,Archery,Archery,"DRUART, Jr.",BEL,MEN,sur la perche à la herse,M,Silver,1,1900
Paris,1900,Archery,Archery,"SERRURIER, Auguste",FRA,MEN,sur la perche à la herse,M,Silver,1,1900
Paris,1900,Archery,Archery,"GLINEUX, Louis",BEL,MEN,sur la perche à la pyramide,M,Bronze,1,1900
Paris,1900,Archery,Archery,"GRUMIAUX, Emile",FRA,MEN,sur la perche à la pyramide,M,Gold,1,1900
Paris,1900,Archery,Archery,"SERRURIER, Auguste",FRA,MEN,sur la perche à la pyramide,M,Silver,1,1900
Paris,1900,Athletics,Athletics,"ROWLEY, Stanley",AUS,MEN,100m,M,Bronze,1,1900
Paris,1900,Athletics,Athletics,"JARVIS, Francis",USA,MEN,100m,M,Gold,1,1900
Paris,1900,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,MEN,100m,M,Silver,1,1900
Paris,1900,Athletics,Athletics,"MOLONEY, Frederick",USA,MEN,110m hurdles,M,Bronze,1,1900
Paris,1900,Athletics,Athletics,"KRAENZLEIN, Alvin",USA,MEN,110m hurdles,M,Gold,1,1900
Paris,1900,Athletics,Athletics,"MCLEAN, John",USA,MEN,110m hurdles,M,Silver,1,1900
Paris,1900,Athletics,Athletics,"BRAY, John",USA,MEN,1500m,M,Bronze,1,1900
Paris,1900,Athletics,Athletics,"BENNETT, Charles",GBR,MEN,1500m,M,Gold,1,1900
Paris,1900,Athletics,Athletics,"DELOGE, Henri",FRA,MEN,1500m,M,Silver,1,1900
Paris,1900,Athletics,Athletics,"ROWLEY, Stanley",AUS,MEN,200m,M,Bronze,1,1900
Paris,1900,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,MEN,200m,M,Gold,1,1900
Paris,1900,Athletics,Athletics,"PRITCHARD, Norman",IND,MEN,200m,M,Silver,1,1900
Paris,1900,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,MEN,200m hurdles,M,Bronze,1,1900
Paris,1900,Athletics,Athletics,"KRAENZLEIN, Alvin",USA,MEN,200m hurdles,M,Gold,1,1900
